30000 60000
6977 20844 100
15966 11186 46
20024 7570 40
20166 6789 63
26480 1043 20
13440 21655 80
19912 12396 43
27462 23858 13
4159 3982 73
26568 24142 21
8049 1844 98
13047 21221 92
1984 10346 14
488 4745 95
10393 11893 47
26925 2928 65
13315 19541 46
17037 23218 98
4138 10419 59
19692 3793 57
10340 12229 51
4108 29822 71
11152 29176 66
9000 24709 87
21984 17163 26
24409 17350 54
10065 6877 98
10067 18002 67
29008 21898 49
26064 24927 61
24058 3672 36
15576 23498 72
17551 26711 96
26304 26111 46
4115 7622 55
1024 14809 78
29389 16928 100
13553 11161 30
5138 25764 42
14499 2675 47
11489 18058 45
8693 9779 23
21770 18575 11
9444 29067 54
13192 25178 23
7708 6960 98
28241 892 91
8336 1690 15
26531 20811 11
3569 546 27
27590 17032 25
10049 2262 66
12495 22768 39
22320 20508 38
16459 12994 93
20859 27397 96
4802 25819 42
14917 29288 91
2407 10427 35
20605 4432 99
13864 10648 18
27877 22879 88
20084 24085 63
17892 14383 82
12721 747 60
23964 29546 69
27190 24500 68
11017 25709 10
17995 25947 95
17121 27847 63
25636 10507 80
22948 12197 54
3495 24543 45
21806 491 30
18695 23289 52
2429 7175 53
22324 23985 92
24292 27737 34
26105 8996 60
8217 12838 15
13255 21649 89
23566 23299 36
20129 27852 48
8591 3228 93
11640 8108 22
1119 20432 31
2308 7130 15
6967 7126 80
29257 6776 99
19318 20359 51
13109 23066 57
29843 28563 96
5059 6633 32
925 28860 57
6239 665 33
9260 12191 29
1153 14983 66
19740 6971 77
19695 28930 53
19871 28326 33
21617 13616 17
17312 21832 13
21201 2419 20
13368 17537 76
22894 15245 31
13656 8845 78
26050 25731 42
23092 947 14
23124 13759 52
5511 3953 17
18135 21578 23
25225 2972 61
29124 14776 94
7247 25236 16
15509 29161 57
16081 10859 67
6049 2084 18
19949 8853 98
16561 9062 26
25023 6558 46
21395 26912 31
4540 12326 93
19033 14263 32
24330 14261 42
11600 29538 90
25937 19536 23
18 3459 87
25067 5265 19
9687 14477 94
18963 13226 51
28047 17404 69
8011 15411 42
8560 14042 95
5171 25833 30
8206 19876 24
4033 5414 87
1376 7916 89
1420 25065 32
28400 22632 77
10819 2282 60
43 14647 59
7097 4186 76
19622 22430 44
11402 27402 11
13983 8269 25
1486 4180 88
5237 24248 85
26324 8688 26
29406 25903 69
7888 13597 12
12349 4079 85
16045 9960 10
24258 910 91
29929 3370 63
24111 868 20
24289 12345 73
28783 10199 91
23514 9962 90
11243 14362 86
14515 6198 13
29412 21459 36
12066 15905 84
43 18330 66
7877 22008 85
24884 20483 36
3578 16393 33
26964 10140 78
9042 9595 24
26024 5796 91
15697 14642 38
6005 29502 14
25505 26597 99
11258 3926 32
5937 15522 29
26226 15988 62
16475 11568 30
26984 18003 91
1777 21975 99
29192 13716 53
4793 15535 78
3403 4261 42
27251 28303 44
15890 5688 71
1532 23399 85
23524 10321 47
29912 15607 91
29379 21681 90
21585 6010 48
636 11157 61
29263 8438 91
3990 22660 75
14347 2675 23
12112 17574 88
4592 20941 63
28221 26774 91
816 11477 51
1150 3019 67
11937 19966 72
2580 15573 93
17726 21069 78
28194 29580 58
15038 29578 87
7317 703 47
11863 9813 86
741 17510 63
23674 5441 49
8738 7177 46
11147 12724 22
19762 2168 87
9171 26421 89
29117 18023 73
24470 7585 31
1336 21571 91
6971 4536 86
23297 25663 33
1051 12203 30
29415 4604 41
18427 9087 77
4971 5857 28
7098 29180 12
14446 16879 28
10374 11696 54
9109 16682 22
1090 23199 94
28820 5050 14
12054 3025 63
2123 23457 65
13165 26775 80
25715 13986 44
7170 20031 64
5669 7243 63
9081 23332 56
16795 23525 23
4888 14652 68
13028 2742 40
4342 20259 78
10076 7719 17
1661 24835 50
9916 6792 63
8692 18939 96
21638 9995 69
22473 13546 40
27771 16640 46
7171 28515 12
15054 19616 62
7547 7264 76
10285 14743 95
16523 4886 87
7505 20387 94
25242 5217 59
26438 18212 46
24068 26199 83
25279 1469 53
10037 9435 17
3953 5674 35
12821 5184 95
27628 13218 61
25226 1538 48
11057 15838 55
11911 5576 67
25165 5214 48
15164 21743 13
15325 18992 31
22934 13002 19
15127 751 18
22451 16139 25
1137 11282 94
21113 14834 27
1315 23830 63
15150 27986 94
22015 4997 77
23648 21746 62
27261 14946 58
7270 26490 31
24360 13395 94
24030 7187 14
26499 10753 50
8242 21969 94
17487 7531 44
27185 2997 55
28498 22118 80
2989 5441 85
26388 574 31
13070 29109 48
15999 21356 38
7108 8107 39
3830 1527 31
14678 27147 65
27940 17608 69
27121 8462 45
9155 20264 88
2272 18169 45
13121 8939 68
26867 29730 54
1109 8933 22
5807 9766 79
6945 10511 57
23862 25538 36
10479 16601 29
23482 2827 80
22528 8387 50
4274 13034 27
28841 18155 53
17058 22850 41
9048 23735 90
19510 8121 29
24848 16968 81
15528 22015 38
17526 7671 27
21951 1213 41
7343 28071 57
23761 24447 42
6559 7614 25
15958 12454 20
3411 21580 64
17905 26830 76
19547 11235 29
2916 4110 58
427 23133 24
25138 5351 97
1630 14086 99
22835 14739 32
23562 3490 12
29434 15163 98
22875 22579 88
26545 2588 14
1687 21235 42
18009 6805 13
25221 29396 54
25909 9432 91
29564 2008 60
7290 13945 40
12579 14583 59
15436 28976 91
23619 9167 90
17517 6842 25
23793 28301 50
19611 18349 51
29549 26385 100
23398 24372 81
4176 20689 75
29292 2688 23
19008 24958 66
22977 27519 87
19385 9170 96
7153 5765 13
7737 14416 82
9553 14070 15
20726 24651 41
26320 17663 58
7040 17343 91
5276 29924 33
24975 26229 52
8863 6011 38
6394 5032 29
11647 25405 34
3133 14802 25
21382 20693 80
25481 6151 93
7456 105 94
29351 22143 80
20558 7821 65
20397 26903 19
3676 9362 57
29124 21767 79
8824 7307 86
5808 28434 63
26706 6839 49
5588 7611 41
27329 13718 57
18801 24483 41
3545 10863 89
27125 4420 99
14794 1827 38
8240 4215 15
13697 23452 77
17619 8909 47
17126 4904 27
18289 27738 78
26790 8274 66
23184 21721 37
13937 17450 38
16491 7069 90
19709 29184 85
8090 25393 32
3151 24320 20
27695 9416 94
4088 20654 78
27293 14846 57
23065 4077 19
10379 24549 71
22551 5917 56
19422 19698 54
1077 1322 68
24591 15710 63
9392 2921 19
8431 2644 99
29519 25614 19
26821 9456 64
29574 28636 70
10975 23423 41
19451 3583 71
9302 21511 38
6575 14132 86
26824 18298 15
24492 18792 43
19096 8851 73
24290 5620 85
20093 7373 61
25567 21755 52
20903 24017 47
15603 18651 96
15477 27694 34
20040 3849 68
15160 3538 70
16931 16262 87
26674 13144 19
27074 19245 92
21419 18706 19
24140 14160 44
1294 19645 27
7662 10424 44
6382 27936 30
17744 28193 93
9381 13576 64
15945 24847 42
13115 10763 22
19784 17844 48
13410 18634 17
1299 28225 97
29042 11349 79
18174 18799 53
22059 8963 35
29236 14024 93
5234 16976 27
29343 6778 86
14147 16428 57
28878 10034 67
29381 11070 50
19760 15711 95
4883 13540 97
22326 16093 48
21284 21048 55
8816 17009 24
22019 23074 39
10268 27744 72
23397 5250 12
11345 15458 17
16045 18008 55
22884 12972 34
7947 6864 29
27899 18414 52
17424 20261 98
10844 23879 14
14653 28392 96
2611 9140 13
23354 12239 89
25364 10529 66
20608 17588 11
12702 7152 12
5187 4491 26
28430 10535 65
681 4020 68
171 26204 91
27834 14499 25
3241 28089 91
28935 14371 10
410 27603 72
4953 689 66
4261 28748 36
27704 25718 84
17479 557 92
8982 10859 37
1265 5001 78
24924 8518 13
22517 21633 42
7265 18118 10
7274 25198 99
12194 20654 14
24625 835 72
24300 7469 38
24199 14070 28
1428 22419 68
28619 13181 62
1446 24236 64
3684 14952 73
7511 13695 43
3074 11126 31
5847 11733 93
19505 2110 73
10655 11292 35
1750 6337 23
14674 6145 19
21102 12655 27
21966 24885 18
5815 9539 53
14647 13279 61
12479 24411 89
24045 15107 29
21363 5053 56
14976 22514 64
12692 21502 41
16259 15132 41
1554 24754 74
5283 5727 84
18515 11372 79
753 14923 10
24018 16994 99
4813 12185 67
21605 28567 45
12744 3887 83
17167 25120 71
19133 5912 13
7476 15474 79
4041 7185 30
28315 10052 13
12261 20375 87
7428 25123 46
23491 9646 36
2528 2259 73
7840 3109 20
13635 15724 59
26543 9994 92
23370 27340 85
27800 449 36
15913 12764 44
17845 13539 22
7045 27814 10
16567 6409 62
19755 19456 27
11830 12547 41
11378 4580 48
28790 10563 21
27464 15800 60
5360 7883 57
20213 9454 51
18398 13922 18
12206 25457 96
19757 21487 98
6974 26023 38
14439 14348 69
9673 5933 58
14707 24423 42
17647 8348 54
22950 7877 33
26570 3030 76
12580 28423 12
12278 1442 54
2424 10458 95
259 29905 100
6176 14786 24
15567 9760 17
19814 6233 86
11389 639 59
24439 25733 23
13695 26224 56
17420 12243 96
3684 18425 70
18153 15942 51
24006 4172 39
23800 5642 42
29093 10850 71
27734 27346 41
23227 27114 33
27042 21705 93
14172 1346 28
26196 25009 88
4378 5063 51
466 29278 16
28830 20821 45
1140 22259 68
20333 806 90
18018 18284 57
13572 487 15
22354 21942 70
18190 16652 25
4379 3330 24
40 10358 48
21749 1912 59
7915 12062 15
25686 27288 23
5319 2770 15
12936 21790 81
26121 23646 52
1756 17300 38
15794 19377 54
19810 17281 96
22167 22308 50
28958 11467 39
28203 13867 17
11118 15602 19
25352 17499 53
15771 24936 96
24774 9812 50
16761 26092 13
8060 8064 47
19458 5510 98
18365 1817 24
8182 17331 19
11065 22172 55
22937 26395 72
24771 6363 64
3850 80 58
12119 24937 96
16941 4414 61
6066 11113 72
13156 17158 88
21695 4203 61
29074 4226 52
20962 15516 70
11279 13397 25
18479 29876 44
11040 17666 32
19725 508 96
28395 14796 59
7770 21559 97
20057 1273 44
12193 1660 72
16761 27471 90
9899 26848 72
21962 6027 66
12837 22546 15
16706 17378 60
11851 10237 56
4381 23366 54
18968 27813 41
913 20390 63
24649 28113 42
12141 6168 47
20419 8614 100
5074 24797 21
22509 20606 45
25742 12492 39
16584 1003 76
5078 10417 57
14493 12695 45
3005 11185 87
12202 22589 49
19834 22955 96
24109 20533 21
5776 6060 57
20664 11974 54
13292 29461 63
3954 4452 38
13961 6407 40
16609 450 17
15091 25586 43
10722 5885 70
13112 4170 96
17775 23243 16
8101 787 80
13371 19154 82
15557 7239 95
23808 5328 72
2365 22874 46
17122 15583 15
15661 22637 21
8714 21224 27
6966 8821 33
27619 23756 98
1975 24511 61
6322 17916 96
16254 19391 65
11318 23118 55
2780 17772 38
27952 16770 74
22104 18911 63
23857 6856 61
29803 450 21
2351 20784 99
26018 1577 88
8805 16812 63
24271 29480 27
20830 17228 95
17284 24871 62
8889 6224 65
29189 28046 89
5583 29200 68
6202 4704 95
18926 669 63
20538 12348 64
27827 25041 15
22107 16421 42
28973 13959 60
20768 1835 43
3437 22455 43
12780 20396 73
20314 11508 68
16470 26283 31
19417 15788 56
29933 21380 34
8463 26703 49
24588 25430 95
12996 2536 55
3672 12144 12
15344 17525 81
27940 10934 38
945 3657 61
16097 28383 48
15209 27378 92
3704 1795 23
6344 13364 69
22352 6652 98
22218 21405 43
13727 5195 36
29018 15948 69
1659 28027 86
8632 18141 93
21839 21397 47
2504 12284 31
22880 19804 83
2547 16570 79
6140 7332 80
12060 25630 76
22603 20022 42
5988 28617 25
12153 23128 90
13899 6995 21
2545 21620 45
1357 29536 42
14900 5881 21
10349 24351 55
7409 29060 11
10711 28379 55
2864 11175 20
25272 971 46
22690 16085 23
23874 15669 10
10197 23215 61
29398 17165 70
5929 12477 97
1264 808 42
4268 20931 40
25658 10991 89
9784 14319 90
5013 14525 16
8913 15420 24
4395 8836 39
27450 12855 92
2485 6820 80
17172 10122 50
29496 7508 31
23407 1189 30
25283 15836 86
3642 13898 83
7113 22179 50
26529 29405 22
19321 20470 18
23258 8111 20
15650 12861 62
2304 13364 83
5466 5436 27
9863 8858 86
24472 29689 65
2103 8741 100
12399 16322 73
16567 29688 93
8012 23774 32
23038 16200 83
17011 21878 15
18513 13459 77
19012 11046 75
27830 16937 80
11220 28116 71
12920 22609 20
14994 25826 33
7947 3654 39
24867 16293 94
13983 12241 32
14718 14052 30
29865 271 89
20697 12004 53
19581 8012 94
18884 28344 51
29232 28803 63
14894 29817 84
10104 437 66
14424 1944 11
10186 27067 40
12329 8552 48
12475 10627 50
9525 25762 98
21260 10901 11
26409 2797 60
16495 988 87
14972 29338 34
3421 28897 82
8104 28372 64
2207 26340 80
19223 16238 53
1068 16138 58
15019 27481 69
4293 19725 99
10299 17149 66
5421 29474 11
1344 18810 38
24707 20493 12
18507 25668 86
12098 15062 35
23412 29863 54
27949 11244 18
12452 21781 98
11354 3175 13
5910 2044 37
28386 24308 58
15551 8209 55
4835 5552 18
10004 11783 56
4443 2250 34
15179 15977 65
28789 24903 83
23308 27454 96
1284 25150 17
7330 9556 24
22341 22227 59
5434 722 85
10116 14559 28
11167 28952 83
15136 20092 36
6908 26652 10
69 25878 94
28878 5571 50
5553 393 83
14008 9977 29
14665 28474 17
10273 17037 60
12682 29199 60
18486 2427 78
24496 2118 79
7206 6429 65
7947 18139 92
17672 20674 77
6655 18942 100
26280 28714 100
11085 6438 20
6111 12421 76
27322 9527 80
2500 5104 69
6593 13082 74
29589 14999 95
10499 14389 22
26789 21431 13
26439 26240 72
12989 13203 37
22420 25117 69
8682 25954 98
8253 12452 53
18405 15 37
5496 17726 40
9952 16732 76
9665 10289 16
26272 4033 15
25301 12279 47
6566 9441 74
971 29619 62
10356 1886 71
22490 20609 19
15040 8295 19
7747 22176 93
22039 15899 98
1781 11658 71
26804 8967 91
10692 5837 63
7798 24383 31
23501 7570 48
13340 20910 25
16590 29722 89
27827 25742 81
27788 19132 51
24025 15187 43
24010 3898 82
17894 7487 16
24254 8832 70
29196 5761 10
3901 3113 37
25010 6625 38
7380 873 35
14388 3546 29
20713 25421 21
22658 22481 10
6577 27285 98
15013 10598 58
23106 27328 84
22260 22529 21
12944 15729 95
1649 14531 66
23103 410 99
3204 14065 23
29348 29123 14
26988 29658 52
19420 25412 28
6050 4971 34
2056 5527 65
27834 5376 34
229 22317 51
28019 7460 96
5349 12254 19
19121 246 90
11960 9639 24
12712 18889 41
22341 10483 10
21343 1736 31
7692 9966 82
8126 21415 88
19463 24290 44
21641 16915 27
2668 28136 20
14331 5373 17
17883 28960 53
18811 9934 82
12476 6940 42
18358 13197 57
6768 11503 30
12100 7980 64
9077 6204 80
8804 19594 59
15216 17248 42
16442 23347 45
5660 21049 83
4379 11003 79
25547 19313 42
14669 17917 33
4884 12946 84
6914 29526 46
16360 936 44
15454 20854 51
20810 24151 10
22341 15198 68
15742 9614 58
16007 22829 96
21866 4287 44
20357 10799 54
17715 16267 74
24147 11722 51
438 27713 23
670 17524 46
28128 22909 30
27908 973 62
21026 23302 46
8905 8644 77
23024 21199 16
3144 6322 34
2414 11356 68
15509 7800 50
17178 20998 56
21702 21353 86
3903 15995 14
20142 5433 50
19978 8477 57
10490 23846 97
13580 482 99
6677 26773 57
14402 5041 90
11334 26989 22
10154 8592 92
13906 5184 34
21993 21299 38
19245 2216 89
14488 22557 23
14192 17869 65
23212 23441 60
19502 8151 23
18529 22517 94
12507 15395 24
8210 6321 29
15085 11789 68
15157 15980 17
1766 21114 94
6573 7120 77
5480 7871 88
7892 11742 92
12229 10526 86
13377 19556 97
23489 28619 83
625 18902 74
9706 13844 20
24926 6849 67
20937 26081 10
5 2490 20
19945 16490 23
21451 18861 24
8210 27147 85
29748 3371 30
5716 15069 79
20627 3067 86
6082 13262 98
24936 24035 62
14771 4203 79
21378 26224 75
19424 13873 75
28850 9575 88
28930 15397 18
29339 17766 40
6061 15882 94
2802 3419 88
10874 23346 66
14386 2678 18
9471 11584 38
26741 8991 22
17625 2365 65
3309 29413 12
15420 15544 52
955 29952 84
7119 9176 91
17368 2510 31
16023 24606 72
272 23714 24
27494 5426 28
22768 12159 70
18866 6172 26
16268 16972 41
18499 28734 41
19999 22545 24
22490 3478 65
18112 21677 73
1997 29936 14
9995 2020 51
25670 25758 68
18255 29343 18
22456 14433 14
12526 25465 62
29467 3565 94
4786 19969 13
14599 1624 70
10674 5767 52
11057 19706 59
2682 26979 85
2189 1945 90
23030 29670 99
4445 2317 61
18889 29977 59
16427 2103 39
9122 10765 39
5409 11547 84
9809 1942 18
23999 22374 23
4579 7289 52
20459 26201 69
4906 10433 59
19533 13077 87
14543 12913 50
11497 22880 79
16415 21464 39
21385 12887 27
18107 9178 79
4768 23759 12
5528 17234 33
7337 3210 58
20501 6686 68
1034 17737 72
14245 6222 47
27847 14696 39
17346 1734 23
1096 14109 26
21836 175 18
6400 4592 42
8469 10523 79
20152 14599 100
3004 14223 64
11909 24554 83
27126 8801 33
2151 2708 64
2058 2508 19
4835 6466 23
18321 19179 49
17897 27106 34
8316 28635 75
21490 29910 89
12080 3386 23
1743 11586 68
23745 8852 43
4325 7536 63
6685 11647 90
21623 8847 60
28587 20527 25
208 8994 28
15058 9171 52
29822 12372 49
19048 15285 68
21207 6691 79
4437 2276 55
14425 18781 38
5346 17486 96
25173 21589 73
72 13300 62
8318 10170 62
1927 20038 41
3857 18447 32
5400 12619 58
11253 17958 67
11101 9454 22
12027 20736 40
18574 15957 33
26410 17627 21
6287 29836 100
11556 27705 19
165 22179 96
25698 22796 33
17486 511 31
7932 28089 66
23342 15004 71
16799 27813 35
21535 2193 77
6150 13824 62
9064 27289 28
12394 17559 77
6538 8041 13
29992 6612 17
15199 3424 60
2031 8337 76
917 2863 22
17726 17579 88
16835 8335 46
5947 6786 90
7731 29700 56
21959 12807 45
14532 7214 85
1068 19603 68
3186 27011 35
6990 12035 13
17603 8844 54
29309 19341 18
17459 6028 51
12542 4780 35
20276 9997 19
16422 21097 66
19427 28326 13
12919 8411 83
16450 23540 58
26718 26261 37
22814 8002 39
23456 25177 71
10657 29246 83
2491 21362 61
24182 28134 48
15980 15132 79
13736 28297 73
3566 9693 86
3855 10294 62
19715 11681 64
13926 2137 88
6794 6768 14
6692 6951 41
7659 25315 27
3873 26844 48
29835 10616 20
11233 14981 38
2146 18248 39
29663 7067 81
1535 23960 81
11286 2732 85
24339 26592 61
12102 11535 63
27468 22979 98
3463 8951 35
20558 16595 78
12050 11144 63
493 18241 68
7425 2666 99
11116 16814 52
18437 10172 87
19010 5586 47
26408 18854 76
22075 27927 63
21588 13867 36
15581 25229 86
8392 673 32
13880 7330 58
4615 26565 57
12354 9539 83
12144 1764 53
53 6870 88
13827 29634 97
22533 27748 68
12273 6328 59
11 27116 22
8695 6921 42
18542 7518 55
4087 6074 52
13196 15879 33
13605 738 75
28023 20447 68
11391 17720 69
15552 8170 73
14858 1257 80
15874 4663 31
8322 205 60
26361 19007 46
26982 15524 94
11566 12830 83
27949 19952 16
26483 27300 44
29000 1312 24
1235 19860 23
5153 14176 27
11444 3503 60
22103 2834 50
29143 14619 38
19631 13885 81
29831 8233 82
10283 26783 10
20343 9053 75
24321 1366 49
5899 3304 13
28387 25134 45
21673 29441 46
8516 14916 14
5530 61 65
28932 23791 18
25000 2293 72
25670 10370 59
27783 27703 84
6772 8860 18
19468 20307 35
10915 16015 41
3021 18377 57
4766 13014 11
25045 1627 40
29213 26525 72
24327 2951 87
11671 1911 45
16868 538 22
7925 16327 48
27310 24292 42
5754 24359 38
1735 25037 70
14947 7018 80
196 10796 16
7130 23141 24
13563 28041 43
19879 4792 18
17950 8791 88
17805 17148 21
277 6532 62
18424 8334 14
28690 15275 84
3756 28990 62
3473 16433 30
10535 22903 28
24628 3698 52
10515 11630 65
19861 9429 94
18937 17292 68
5483 3549 39
16439 22182 64
4370 2187 78
13830 27832 96
22845 19435 27
4848 8712 89
1671 10193 27
9590 10482 40
7813 21854 31
13708 12323 12
8647 9320 96
2731 18982 95
5494 964 55
28981 18284 10
4449 26931 14
2510 15252 72
21679 27800 83
14715 29872 27
7154 23683 60
24783 19659 61
27168 25072 32
13300 741 24
28765 14524 22
13609 25512 34
8206 11912 67
21713 12308 12
472 11178 36
15006 450 75
15189 1366 44
7544 18686 43
9578 13583 42
27006 12709 58
29217 4849 96
11288 9653 89
12325 5820 33
697 28083 29
7950 23439 86
9847 2895 50
17792 5392 15
9812 1357 24
20548 6085 50
13358 1239 45
27898 11800 90
24352 2444 87
14723 29749 55
3348 18666 37
23118 10848 48
20833 26088 78
6383 11439 94
16191 2729 75
1796 2301 65
25595 12784 41
21243 28503 74
26839 26806 12
8939 25189 26
24864 6505 23
28597 20682 100
16706 21397 22
10180 23452 66
26286 16259 63
3091 18923 82
17642 20504 61
25682 18379 74
24607 6453 28
9040 24168 52
15317 609 26
8362 21859 32
1986 8116 79
15407 23742 96
28519 10612 12
25965 26247 77
27056 2551 76
24839 23124 93
23169 26991 15
27704 24368 73
28805 14665 12
6951 9097 49
5563 11778 18
24078 19335 78
25412 5556 23
26623 23970 71
14603 4438 65
17788 23954 88
12367 20729 51
12093 21928 63
9989 5760 52
9980 22079 56
4176 29790 37
29267 23698 59
29824 696 94
23357 2735 13
1650 19834 12
29660 14221 33
29561 14892 91
17086 6114 56
16687 14867 32
26785 16678 27
3398 26777 24
23040 19929 18
3086 29831 22
28479 25895 80
20261 23697 39
24249 5908 43
16448 4782 62
29516 983 53
14838 16468 81
24172 9635 45
6644 29059 59
5733 17391 90
5668 16597 84
9936 16993 59
7238 16721 85
14821 22762 78
21664 7534 62
25025 2251 100
19169 4256 19
26296 8827 55
8320 24861 45
21912 4430 86
21520 28534 67
8538 29184 77
16352 6191 65
29350 17342 15
4486 19816 96
15780 27148 30
15345 3507 85
9067 13928 60
14536 2798 60
9376 18669 20
6909 16013 41
28938 8463 38
356 17163 26
4302 23952 79
28248 29747 78
17264 10211 75
2426 27631 31
29209 22759 11
19331 27589 67
29159 9500 72
14002 14777 39
7175 25751 85
21243 21149 44
16091 6002 100
2609 26280 12
28639 2899 93
